----------------------------------------------------------------------------
libFM
  Version: 1.4.4
  Author:  Steffen Rendle, srendle@libfm.org
  WWW:     http://www.libfm.org/
This program comes with ABSOLUTELY NO WARRANTY; for details see license.txt.
This is free software, and you are welcome to redistribute it under certain
conditions; for details see license.txt.
----------------------------------------------------------------------------
Loading train...	
has x = 0
has xt = 1
num_rows=3694687	num_values=114749807	num_features=762540	min_target=5	max_target=150
Loading test... 	
has x = 0
has xt = 1
num_rows=1819749	num_values=56514104	num_features=762540	min_target=5	max_target=150
#relations: 0
Loading meta data...	
#Iter=  0	Train=12.9618	Test=13.271
#Iter=  1	Train=9.75625	Test=10.9631
#Iter=  2	Train=9.28175	Test=10.4466
#Iter=  3	Train=9.21795	Test=10.2642
#Iter=  4	Train=9.212	Test=10.1806
#Iter=  5	Train=9.21221	Test=10.1365
#Iter=  6	Train=9.21182	Test=10.1086
#Iter=  7	Train=9.21207	Test=10.0896
#Iter=  8	Train=9.2075	Test=10.0764
#Iter=  9	Train=9.20923	Test=10.0658
#Iter= 10	Train=9.21047	Test=10.0587
#Iter= 11	Train=9.21086	Test=10.052
#Iter= 12	Train=9.21031	Test=10.0468
#Iter= 13	Train=9.20944	Test=10.0417
#Iter= 14	Train=9.20892	Test=10.0384
#Iter= 15	Train=9.20654	Test=10.0347
#Iter= 16	Train=9.20736	Test=10.0315
#Iter= 17	Train=9.20668	Test=10.0287
#Iter= 18	Train=9.20785	Test=10.0261
#Iter= 19	Train=9.20764	Test=10.0235
#Iter= 20	Train=9.20631	Test=10.0214
#Iter= 21	Train=9.21027	Test=10.0193
#Iter= 22	Train=9.20818	Test=10.0174
#Iter= 23	Train=9.20623	Test=10.0151
#Iter= 24	Train=9.20987	Test=10.0132
#Iter= 25	Train=9.20955	Test=10.0116
#Iter= 26	Train=9.20944	Test=10.0099
#Iter= 27	Train=9.20775	Test=10.0083
#Iter= 28	Train=9.21013	Test=10.0068
#Iter= 29	Train=9.20748	Test=10.0052
#Iter= 30	Train=9.20951	Test=10.0036
#Iter= 31	Train=9.20723	Test=10.0021
#Iter= 32	Train=9.20815	Test=10.0007
#Iter= 33	Train=9.20762	Test=9.99949
#Iter= 34	Train=9.20874	Test=9.99829
#Iter= 35	Train=9.207	Test=9.99684
#Iter= 36	Train=9.20916	Test=9.99556
#Iter= 37	Train=9.20983	Test=9.99442
#Iter= 38	Train=9.20858	Test=9.993
#Iter= 39	Train=9.20943	Test=9.99189
#Iter= 40	Train=9.20901	Test=9.99085
#Iter= 41	Train=9.20802	Test=9.9897
#Iter= 42	Train=9.21126	Test=9.98853
#Iter= 43	Train=9.21092	Test=9.98744
#Iter= 44	Train=9.20949	Test=9.98644
#Iter= 45	Train=9.21105	Test=9.98526
#Iter= 46	Train=9.2105	Test=9.98429
#Iter= 47	Train=9.21268	Test=9.98338
#Iter= 48	Train=9.20987	Test=9.98237
#Iter= 49	Train=9.20995	Test=9.98146
#Iter= 50	Train=9.20975	Test=9.98054
#Iter= 51	Train=9.21349	Test=9.97959
#Iter= 52	Train=9.21065	Test=9.97872
#Iter= 53	Train=9.21138	Test=9.97788
#Iter= 54	Train=9.21315	Test=9.97705
#Iter= 55	Train=9.21138	Test=9.97625
#Iter= 56	Train=9.20969	Test=9.97554
#Iter= 57	Train=9.20999	Test=9.9747
#Iter= 58	Train=9.21165	Test=9.97401
#Iter= 59	Train=9.21135	Test=9.97313
#Iter= 60	Train=9.21204	Test=9.97239
#Iter= 61	Train=9.21502	Test=9.97174
#Iter= 62	Train=9.21287	Test=9.97103
#Iter= 63	Train=9.21014	Test=9.97031
#Iter= 64	Train=9.21286	Test=9.96962
#Iter= 65	Train=9.2133	Test=9.96881
#Iter= 66	Train=9.21248	Test=9.96818
#Iter= 67	Train=9.21363	Test=9.96747
#Iter= 68	Train=9.2147	Test=9.96675
#Iter= 69	Train=9.21359	Test=9.96609
#Iter= 70	Train=9.21316	Test=9.96541
#Iter= 71	Train=9.21235	Test=9.96477
#Iter= 72	Train=9.21191	Test=9.9642
#Iter= 73	Train=9.21451	Test=9.96367
#Iter= 74	Train=9.21413	Test=9.96306
#Iter= 75	Train=9.2168	Test=9.96243
#Iter= 76	Train=9.21396	Test=9.96179
#Iter= 77	Train=9.21719	Test=9.96117
#Iter= 78	Train=9.21427	Test=9.96059
#Iter= 79	Train=9.21549	Test=9.96012
#Iter= 80	Train=9.21601	Test=9.95955
#Iter= 81	Train=9.21692	Test=9.95903
#Iter= 82	Train=9.21507	Test=9.95844
#Iter= 83	Train=9.21362	Test=9.95788
#Iter= 84	Train=9.2136	Test=9.95735
#Iter= 85	Train=9.21425	Test=9.95685
#Iter= 86	Train=9.21457	Test=9.95631
#Iter= 87	Train=9.21644	Test=9.95582
#Iter= 88	Train=9.21297	Test=9.95531
#Iter= 89	Train=9.21401	Test=9.95491
#Iter= 90	Train=9.21488	Test=9.95444
#Iter= 91	Train=9.2163	Test=9.95404
#Iter= 92	Train=9.21452	Test=9.95356
#Iter= 93	Train=9.2148	Test=9.95298
#Iter= 94	Train=9.21371	Test=9.95249
#Iter= 95	Train=9.21367	Test=9.952
#Iter= 96	Train=9.21447	Test=9.95157
#Iter= 97	Train=9.21318	Test=9.95111
#Iter= 98	Train=9.21341	Test=9.95071
#Iter= 99	Train=9.21373	Test=9.95029
#Iter=100	Train=9.21332	Test=9.94985
#Iter=101	Train=9.21423	Test=9.94951
#Iter=102	Train=9.2134	Test=9.94911
#Iter=103	Train=9.21237	Test=9.9487
#Iter=104	Train=9.21396	Test=9.94831
#Iter=105	Train=9.21475	Test=9.94788
#Iter=106	Train=9.21203	Test=9.94748
#Iter=107	Train=9.21259	Test=9.94714
#Iter=108	Train=9.21254	Test=9.94677
#Iter=109	Train=9.21021	Test=9.94638
#Iter=110	Train=9.21406	Test=9.94603
#Iter=111	Train=9.20875	Test=9.94565
#Iter=112	Train=9.20967	Test=9.94527
#Iter=113	Train=9.21124	Test=9.94493
#Iter=114	Train=9.21299	Test=9.94458
#Iter=115	Train=9.21169	Test=9.9443
#Iter=116	Train=9.20938	Test=9.94392
#Iter=117	Train=9.20726	Test=9.94353
#Iter=118	Train=9.20965	Test=9.94321
#Iter=119	Train=9.20747	Test=9.94286
#Iter=120	Train=9.20746	Test=9.94249
#Iter=121	Train=9.20905	Test=9.94219
#Iter=122	Train=9.20749	Test=9.94188
#Iter=123	Train=9.20697	Test=9.9415
#Iter=124	Train=9.20907	Test=9.94118
#Iter=125	Train=9.2061	Test=9.94084
#Iter=126	Train=9.20518	Test=9.94049
#Iter=127	Train=9.20452	Test=9.94018
#Iter=128	Train=9.20333	Test=9.93988
#Iter=129	Train=9.20332	Test=9.93959
#Iter=130	Train=9.2034	Test=9.93928
#Iter=131	Train=9.2024	Test=9.93896
#Iter=132	Train=9.20095	Test=9.93866
#Iter=133	Train=9.19936	Test=9.93833
#Iter=134	Train=9.19912	Test=9.93805
#Iter=135	Train=9.19848	Test=9.93777
#Iter=136	Train=9.19795	Test=9.93748
#Iter=137	Train=9.19679	Test=9.93721
#Iter=138	Train=9.19862	Test=9.9369
#Iter=139	Train=9.19608	Test=9.93662
#Iter=140	Train=9.19599	Test=9.93636
#Iter=141	Train=9.19258	Test=9.93609
#Iter=142	Train=9.19554	Test=9.93579
#Iter=143	Train=9.19482	Test=9.93551
#Iter=144	Train=9.19409	Test=9.93522
#Iter=145	Train=9.19496	Test=9.93499
#Iter=146	Train=9.19071	Test=9.93473
#Iter=147	Train=9.19441	Test=9.93445
#Iter=148	Train=9.1916	Test=9.9342
#Iter=149	Train=9.19172	Test=9.93391
#Iter=150	Train=9.19134	Test=9.93366
#Iter=151	Train=9.18814	Test=9.9334
#Iter=152	Train=9.18789	Test=9.93316
#Iter=153	Train=9.18818	Test=9.9329
#Iter=154	Train=9.18631	Test=9.93269
#Iter=155	Train=9.18572	Test=9.93243
#Iter=156	Train=9.18814	Test=9.9322
#Iter=157	Train=9.18575	Test=9.93195
#Iter=158	Train=9.18625	Test=9.93172
#Iter=159	Train=9.18307	Test=9.93148
#Iter=160	Train=9.18353	Test=9.93124
#Iter=161	Train=9.18392	Test=9.93101
#Iter=162	Train=9.18247	Test=9.93078
#Iter=163	Train=9.18391	Test=9.93054
#Iter=164	Train=9.18347	Test=9.93033
#Iter=165	Train=9.18303	Test=9.93014
#Iter=166	Train=9.18129	Test=9.92993
#Iter=167	Train=9.18285	Test=9.92971
#Iter=168	Train=9.18157	Test=9.92947
#Iter=169	Train=9.18044	Test=9.92924
#Iter=170	Train=9.1784	Test=9.92901
#Iter=171	Train=9.17856	Test=9.92876
#Iter=172	Train=9.17772	Test=9.92858
#Iter=173	Train=9.17884	Test=9.92836
#Iter=174	Train=9.17914	Test=9.92815
#Iter=175	Train=9.17725	Test=9.92792
#Iter=176	Train=9.17628	Test=9.92771
#Iter=177	Train=9.17491	Test=9.92754
#Iter=178	Train=9.17697	Test=9.92735
#Iter=179	Train=9.17311	Test=9.92713
#Iter=180	Train=9.17417	Test=9.92692
#Iter=181	Train=9.17323	Test=9.9267
#Iter=182	Train=9.17484	Test=9.92647
#Iter=183	Train=9.17026	Test=9.92628
#Iter=184	Train=9.1701	Test=9.9261
#Iter=185	Train=9.17062	Test=9.92592
#Iter=186	Train=9.16781	Test=9.92573
#Iter=187	Train=9.16676	Test=9.92552
#Iter=188	Train=9.16518	Test=9.92532
#Iter=189	Train=9.16519	Test=9.92514
#Iter=190	Train=9.16448	Test=9.92497
#Iter=191	Train=9.16509	Test=9.9248
#Iter=192	Train=9.16649	Test=9.92461
#Iter=193	Train=9.16305	Test=9.92441
#Iter=194	Train=9.16015	Test=9.92424
#Iter=195	Train=9.16182	Test=9.92405
